"ANKIB1","LIG3","DBF4","HFE","ATP2C1","RUFY3","AQR","ARNTL2","EDC4","RAB27B","LSG1","DSG2","HERPUD1","POLQ","LAMA3","LAMC2","PARP12","ZNF76","SEC61A2","CHFR","SRI","LRCH4","UBE2K","REXO1","RAPGEF3","CD59","RRN3","ALG9","LAG3","RAB11FIP3","ALKBH5","TMEM101","CDC45","SH2D3C","SRPK1","HNRNPH3","KLHL22","HMGXB4","HDAC10","PLEK2","RSPO4","TAF1C","MTFMT","ESRP1","CHRAC1","KCNN4","DMPK","IL27RA","MIER2","PLEKHA4","CRTC1","ZNF14","RUNDC3B","CDK6","BET1","MET","TAX1BP1","RLN1","UNC119","GNRHR","OSBP","CD81","SLC35F2","OAS2","TFEB","TFG","TP53I3","KCNJ13","TRIM67","RNF2","RPL21","WWP1","HJURP","IL17C","TREM1","NRSN2","SBDS","BEST3","MPST","PRKRIP1","MOSPD2","GADD45G","DNMT1","LRP3","ATP6V1E1","CAP1","ACAP3","TOP2A","PRMT7","SLC39A11","MRPS36","TIMM17A","ARHGAP32","PRR5L","NAT10","BRIP1","USP20","RNF121","KIF23","HAUS2","CLCA2","PNPT1","CENPO","MYPN","HCN4","FGF5","SHROOM3","VAMP1","VPS37B","RHOF","MBNL2","CMTM2","DPEP3","GFOD2","PELP1","PADI1","NXPH2","PHOSPHO2","EIF2A","NCEH1","SRD5A1","CDCA5","TATDN1","PLIN2","LRSAM1","DGKZ","CHEK1","DUSP15","EPS8","PTPN14","ZNF256","CAST","SLC25A27","TMSB4Y","WNT7A","PEX10","B4GALT5","HTR6","ZNF276","RACGAP1","FLYWCH2","TTC9C","PDZK1IP1","FBLIM1","MSX1","IWS1","S100A12","LRRC58","ZNF148","PIGX","F2RL1","TRA2A","MELK","LRRC18","REEP3","E2F7","TMCO5A","NOLC1","ZNF3","ZSCAN21","STAT6","MYO5B","ZNF23","NFKBID","ZNF83","SETD5","TM4SF20","P2RY12","ZNF804A","ARMC10","RNF139","LRRC8E","BPGM","ZMAT3","C11orf86","PRPF8","NPAS4","MRPS22","EIF1AD","RAB6A","LYSMD3","ZNF404","ANAPC2","B3GNT8","ZNF491","HNRNPA0","TMEM139","GPC5","SPDYE7P","D2HGDH","DDX60L","FAM181B","C8orf33","NDN","RBM10","AP2A2","MYBL1","FAM186A","C15orf41","UBE2H","MESP2","EVL","HRH1","TRPV1","PGAP1","MYO5A","S100A10","MBP","MIER1","ZNF485","HLA.DRB5","WDHD1","TYW1","TAP2","GABBR1","SAMD9","SYT3","LTC4S","GPC2","PEX26","LINGO3","TNFRSF13B","RPSAP52","CDK3","TUG1","RACGAP1P"
15.61,9.35,5.03,8.2,25.39,14.41,13.72,8.74,7.58,19.64,12.36,56.61,49.63,0.77,88.33,99.78,28.32,4.19,1.14,8.91,48.7,14.83,21.04,4.82,1.9,252.65,14.21,8.99,0.23,4.97,16.8,6.95,1.43,2.63,26.8,35,3.25,8.23,4.65,31.06,0.01,4.27,4.54,22.36,15.52,12.32,4.74,1.56,4.78,3.04,2.3,1.47,0.31,21.21,11.13,21.42,54.55,0.05,6.34,0,19.41,111.53,5.69,18.92,6.79,38.88,15.85,0.01,0.02,14.01,34.05,22.85,2.8,0.02,14.41,2.31,54.03,0.09,22.86,6.23,10.12,1.52,11.47,3.42,33.08,192.1,3.71,18.47,9.18,21.7,11.05,19.42,16.66,15.9,10.36,1.34,3.35,8.33,4.42,9.74,0.07,15.84,2.94,0.06,0.01,0.33,25.43,1,16.92,10.57,40.9,1.51,0.1,2.64,3.92,6.4,0.02,2.1,44.29,11.58,5.06,2.11,11.07,47.61,3.47,10.45,6.07,0.29,48.58,13.67,1.15,130.81,0.91,0,0.4,3.29,25.22,0,5.92,9.16,5.17,8.87,79.24,32.55,1.43,17.38,0.32,12.08,16.29,7.62,28.17,24.33,9.01,0.01,36.13,1.82,0,20.09,10.75,4,28.58,16.23,3.18,1.74,24.43,18.35,5.94,0.58,0.27,17.07,11.66,1.65,7.8,12.98,0.69,29.56,0.09,16.44,9.17,41.97,8.85,1.38,6.41,1.79,0.51,27.52,7.91,0.02,0.04,2.98,13.38,0.05,7.32,7.59,9.4,10.92,0.36,0.01,3.46,32.64,0.06,14.09,3.7,0.6,6.49,8.13,453.29,16.31,17.99,1.56,91.58,3.56,8.19,9.07,3.16,33.2,0.14,0.57,0.37,7.96,0.04,0.02,0.42,0.92,42.49,0
25.33,9.48,5.02,6.35,53.43,16.88,12.03,16.71,11.79,18.92,15.86,80.85,58.98,1.6,62.27,117.32,27.6,6.08,1.92,6.41,102.75,9.67,20.3,5.1,2.21,313.03,18.45,9.81,0.46,11.53,18.48,14.3,1.51,1.31,20.36,38.02,4.26,7.22,6.2,14.43,0.24,4.8,5.14,26.25,14.79,29.09,6.98,3.81,4.93,12.49,1.95,2.8,0.47,26.38,12.53,94.33,77.85,0,6.1,0,21.07,119.89,12.87,10.16,5.81,44.71,26.71,0.73,0.04,13.94,26.43,32.79,4.15,0,3.95,6.15,45.2,0.19,19.04,9.66,4.89,4.61,13.96,1.98,35.93,143.32,3.82,18.53,9.99,25.63,10.57,20.49,16.51,7.98,10.51,2.13,2.75,12,5.54,8.45,0.11,15.39,3.7,0.07,0.03,0.66,94.2,2.46,7.4,3.56,35.08,0.32,0.08,4.12,5.69,7.67,0.73,3.93,55.71,16.47,12.07,2.76,21.96,37.3,5.15,11.97,7.57,0.43,67.2,33.41,2.54,151.66,1.7,0.47,0.82,5.96,31.16,0.03,10.42,8.01,5.3,12.2,176.49,17.16,0.65,24.52,0.07,10.93,21.3,5.54,64.72,41.14,5.01,0.02,45.8,1.04,0.06,19.06,12.77,4.58,35.56,18.88,5.9,2.3,18.92,31.58,7.94,1.44,0.08,36.09,18.28,3.94,35.7,7.02,0.5,37.25,0.03,16.86,11.99,48.29,10.53,2.44,5.57,1.39,0.41,22.57,10.51,0.18,0,5.04,12.97,0.02,12.59,3.59,7.92,17.34,2.65,0.02,3.69,31.79,0.37,11.66,12.81,0.88,5.94,8.19,311.3,11.32,34.43,2.34,104.36,3.82,10.41,9.47,7.86,26,0.78,2.51,0.55,7.65,0.08,0.08,0.29,2.38,38.7,0
16.25,7.11,3.53,4.17,34.46,10.1,8.7,22.76,9.05,13.1,11.54,86.76,35.66,1.12,95.5,199.14,8.8,6.54,2.29,9.91,50.33,6.3,15.02,4.05,3.75,419.07,11.85,5.95,0.92,4.7,18.32,11.31,2.77,2.16,13.05,15.18,4.41,6.27,4.59,32.2,0.03,4.18,3.62,22.51,10.38,17.4,8.46,1.84,4.32,4.61,1.25,2.57,0.45,15.83,6.72,46.26,50.76,0,5.49,0,16.98,130.91,12.56,22.31,4.9,40.78,20.51,0,0.07,9.91,47.17,15.75,4.48,0.08,15.89,2.54,42.54,0.02,15.53,5.57,6.55,0.81,11.18,5.09,56.94,190.7,5.63,18.29,7.1,14.68,9.4,18.76,9.38,12.97,8.83,1.42,3.84,10.82,4.42,7.07,33.88,9.76,3.05,0.13,0.03,0.71,8.98,1.43,15.48,10,29.33,0.71,0.06,3.65,5.45,8.97,0,1.19,35.8,9.93,5.03,3.87,13.31,28.12,3.51,12.51,7.14,0.14,59.95,9.17,2.38,123.88,1.45,0.12,1.89,7.69,30.3,0,5.36,9.55,8.29,7.94,47.47,28.91,0.77,12.8,0.17,9.12,11.74,6.35,22.96,16.48,3.94,0,28.18,1.11,0,11.95,6.32,3.38,29.81,18.96,2.31,1.67,24.66,17.91,0.33,0.09,0.08,15.39,16.29,1.17,6.86,5.54,0.07,32.9,0.04,19.13,11.44,47.02,6.51,0.36,6.32,1.45,0.21,14.65,1.63,0.04,0.04,4.1,11.61,0.04,8.77,8.39,10.25,12.87,0.73,0,2.38,19.35,0.13,16.75,7.19,0.63,2.2,7.78,300.56,10.59,14.21,0.64,14.97,3.88,6.04,12.7,4.06,20.74,0.22,0.38,0.38,8.94,0,0.39,0.75,0.97,25.12,0
19.43,8.93,5.8,6.99,31.62,9.18,9.15,11.92,7.84,21.9,12.33,64.97,32.09,1.24,33.98,121.54,36.78,6.24,1.04,10.21,89.99,12.36,25.69,3.16,8.66,163.23,19.92,8.09,0.37,6.49,31.11,13.25,1.82,1.67,19.78,13.7,4.96,7.13,3.7,26.45,0,2.24,3.92,33.03,12.87,36.71,5.75,2.13,4.45,9.91,1.16,2.87,0.65,20.81,9.56,68.38,93.43,0.04,7.46,0,24.02,97.7,10.72,35.14,6.9,33.31,15.7,0,0.05,24.5,47.61,32.24,4.58,0,1.93,3.86,45.02,0.16,25.87,9.46,5.45,3.61,19.77,6.73,45.99,153.98,4.17,26.68,6.24,25.24,12.48,24.12,24.88,23.5,8.06,2.14,5.5,11.19,3.78,7.44,0,12.52,3.08,0.03,0.04,0.3,25.7,0.57,11.62,4.39,46.73,0.07,0,3.39,9.98,15.77,0,3.15,40.12,9.92,4.05,2.6,13.98,49.5,5.25,14.58,8.96,0.5,48.6,15.83,1.91,112.68,2.2,0,0.74,7.28,26.2,0,4.53,16.88,11.06,10.32,44.55,38.95,0.54,18.65,0.74,11.02,17.7,6.82,45.76,13.67,8.29,0.03,34.28,0.8,0,17.81,14.41,4.36,74.19,35.46,1.77,1.31,15.28,23.58,26.65,0.48,0.02,25.55,13.22,6.16,10.21,4.93,2.57,56.1,0.04,19.4,9.31,34.07,4.94,0.85,7.47,1.81,0.26,22.29,20.44,0.2,0,4.52,13.99,0.05,15.25,6.77,10.31,12.23,0.61,0,3.58,44.56,0.09,13.51,5.95,0.96,4.92,4.1,263.12,12.89,14.34,1.94,35.06,4.25,8.16,11.14,1.61,56.34,0.11,1.06,0.16,7.37,0,0.07,0.21,1.6,25.77,0
13.84,9.73,8.77,4.48,56.72,5.35,13.7,18.3,9.63,45.23,22.03,34.16,45.44,1.24,61.29,71.21,9.55,4.26,2.86,7.7,59.95,12.84,28.26,6.34,1.58,401.25,17.51,5.89,4.59,5.09,20.47,13.75,0.92,0.95,70.44,25.94,1.79,4.91,4.87,20.96,0,7.05,6.31,38.98,17.83,29.67,5.77,0.89,3.51,11.57,2,2.94,0.07,1.24,9.3,41.87,62.74,0,6.77,0,28.73,119.19,12.67,40.98,17.54,33.85,15.25,0.05,0,12.24,54.52,26.35,3.76,1.16,4.93,1.05,35.39,0.02,34.63,6.29,5.23,3.92,9.61,0.25,32.19,94.6,2.21,13.02,8.4,63.89,13.14,36.85,21.7,1.34,15.81,1.45,5.61,8.02,4.25,8.84,0.01,17.65,1.59,0.08,0.07,0.37,114.92,1.09,31.42,10.67,48.36,0.99,0.11,5.66,5.13,1.27,0,2.29,54.69,23.6,18.31,2.82,10.46,1.55,5.23,18.78,3.89,0.1,38.09,11.05,2.01,102.13,0.73,0,0.48,5.68,25.19,0,8.46,8.45,5.36,14.47,115.43,52.47,0.31,19.08,0.68,12.21,14.7,7.26,82.76,18.2,4.85,0,19.85,0.94,0.11,35.57,11.61,2.54,41.37,28.01,2.79,2.55,30.52,23.28,5.68,0.2,0.03,25.67,11.87,3.5,9.02,5.92,1.47,20.69,0,14.11,10.26,42.17,10.15,2.72,6.74,1.24,0.18,31.34,19.49,0.95,0,6.75,6.46,0.02,9.12,0.4,9.37,12.42,0.28,0,12.46,33.93,0,2.11,4.27,0.23,0.89,3.27,611,10.06,40.07,3.16,679.76,2.03,11.42,14.85,6.92,23.26,0.01,0.99,0.65,9.85,0.05,0,0.04,3.16,20.6,0
36.84,7.9,11.34,4.48,43.95,11.66,8.23,63.85,10.53,14.08,12.52,207.86,47.13,1.79,169.42,154.63,34,5.5,2.44,10.16,124.55,31.34,24.3,6.73,15.33,305.28,19.78,10.58,0.41,4.18,19.87,8.93,3.43,1.04,21.77,39.73,3.88,7.34,5.9,43.19,0,4.53,4.61,90.4,28.58,17.92,2.95,3.26,5.91,3.73,1.02,3.79,0.31,29.8,16.23,313.54,136.22,0.12,5.65,0,36.87,133.15,21.15,40.26,4.27,50.83,17.71,0.01,0.01,15.92,38.27,30.16,7.28,0,2.9,6.58,129.15,0.12,26.85,10.03,6.84,2.87,15.46,3.29,54.42,108.63,3.9,21.34,7.46,40.18,10.17,15.76,23.86,19.97,15.1,1.62,3.45,10.8,8.15,10.77,0.02,11.58,4.78,0.11,0.04,0.3,19.96,0.7,27.89,34.68,44.87,0.13,0.03,3.18,4.87,3.73,0,2.6,54.83,20.92,15.88,8.76,39.2,104.99,8.34,19.56,16.12,0.12,109.86,14.08,2.76,211.54,1.67,0,2.51,7.26,35.59,0.02,6.54,18.94,5.7,22.7,113.16,16.58,3.04,22.91,0,15.05,16.57,7.72,46.62,33.23,10.12,0,73.27,4.95,0,35.29,14.08,2.74,52.35,31.4,3.68,5.5,37.48,31.64,0.07,0.61,0.09,42.5,18.73,3.71,7.61,3.78,4.01,34.68,0.01,16.74,14.23,81.18,9.2,0.57,4.99,0.44,0.22,24.97,8.09,0.04,0,6.27,36.4,0.03,15.43,4.56,8.44,16.78,3.46,0.01,2.01,57.97,0.52,12.08,9.48,1,1.39,10.41,302.14,19.88,20.53,3.73,22.98,8.04,12.26,12.23,4.76,22.4,0.15,1.12,0.29,10.67,0.03,0.02,0.59,1.48,38.21,0.02
21.22,5.93,8.13,4.24,41.71,14.61,14.62,8.11,10.61,17.22,15.57,48.55,42.92,1.38,28.78,85.33,25.21,5.95,1.68,7.72,159.78,14.48,25.48,4.97,6.86,296.84,15.82,9.93,0.28,6.75,21.35,18.57,1.29,1.51,20.88,26,5.65,4.87,2.86,24.62,0.01,4.82,8.87,35.15,11.35,38.69,18.97,2.77,6.4,4.87,1.41,4.92,0.43,19.6,14.95,44.13,101.36,0.08,6.3,0,20.79,150.89,4.63,7.1,5.37,42.11,16.34,0,0.01,11.2,39.54,25.86,3.85,0.1,4.09,2.85,61.97,0.07,18.15,11.02,5.9,9.56,11.19,4.41,40.37,184.69,5.28,11.9,12.1,29.56,13.19,22.53,20.51,14.42,11.15,1.7,7.24,10.58,7.82,9.76,0,9.91,3.34,0.05,0,0.7,46.59,2.05,10.52,5.28,30.05,0.21,0.01,4.51,4.61,2.4,0.08,2.78,38.17,9.84,5.64,4.47,14.62,15.44,6.25,14.84,5.69,0.55,26.47,9.29,3,147.28,2.27,0,0.89,9.07,33.38,0.03,7.95,14.98,8.43,16.65,153,45.43,0.25,11.84,0.17,13.61,21.28,10.09,59.14,24.34,5.08,0.08,35.53,0.69,0,21.97,17.23,5.29,52.6,25.49,3.78,2.19,22.02,25.96,2.55,0.86,0.13,32.33,13.73,3.57,12.99,7.55,2.86,37.05,0.03,19.81,10.36,46.57,7.12,0.77,9.44,1.2,0.8,20.32,6.01,0.33,0.02,5.61,9.24,0.19,10.89,9.25,11.82,15.45,1.16,0.03,3.91,45.9,0.07,15.71,6.77,0.25,3.48,6.57,268.37,12.16,24.57,3.03,41.62,2.62,13.1,9.33,3.63,38.87,0.13,1.23,0.36,8.05,0,0.05,0.41,1.58,29.66,0
25.9,8.68,7.4,8.25,38.89,16.47,13.48,18.97,13.39,20.23,17.38,125.71,35.42,1.51,98.39,228.68,24.82,5.95,1.16,11.19,95.92,13,25.41,6.05,2.24,385.13,16.46,9.5,0.21,6.8,29.27,12.64,2.46,1.54,27.41,32.01,4.61,9.96,8.31,43.02,0.06,6.35,6.98,31.44,12.2,20.35,5.1,2.7,5.45,7.12,2.77,3.2,0.25,19.88,15.7,84.15,66.01,0.05,5.54,0,17.22,104.11,9.79,42.18,5.96,45.78,28.6,0,0.03,15.83,30.16,26.56,4.36,0.04,3.87,3.81,53.65,0.26,25.75,8.69,11.02,2.59,10.38,3.21,55.18,196.5,4.8,20.37,13.17,24.03,15.29,29.63,20.95,8.11,12.37,2.15,4.56,9.62,4.64,8.84,0.01,15.82,2.38,0.06,0.08,0.34,39.39,1.42,30.35,16.94,36.31,0,0.02,3.41,4.87,2.04,0,3.74,59.93,22.46,6.2,2.47,11.33,17.15,4.12,15.52,6.42,0.82,68.22,12.23,1.02,159.18,4.48,1.04,2.8,4.25,23,0,9.84,9.23,8.04,13.77,132.08,24.6,1.11,27.5,0,15.37,23.87,8.49,70.28,24.37,4.6,0,37.01,1.74,0.04,20.91,10.83,3.09,42.05,30.53,3.8,2.22,38.34,30.43,6.86,0.24,0.12,30.09,14.53,3.31,7.58,11.25,1.3,30.64,0.23,28.42,8.27,44.73,6.95,1.73,6.34,0.88,0.87,22.54,1.38,0.32,0,5.98,21.51,0.21,9.46,3.56,12.45,14.44,0.63,0.06,3.03,31.87,0.07,11.94,6.03,0.65,2.82,6.81,574.28,11.56,21.59,2.03,6.67,3.65,7.38,13.24,9.49,70.14,0.03,0.61,0.64,13.91,0.02,0.03,0.32,1.04,46.31,0
20.19,9.36,5.71,6.1,51.95,10.81,9.39,22.84,9.35,13.97,16.83,66.91,47.32,1.23,110.03,172.5,31.88,7.51,1.42,8.34,83.04,6.84,20.48,3.02,3.62,382.34,14.16,11.75,1.47,3.66,22.98,12.6,3.02,1.28,24.44,28.83,5.96,6.92,3.6,33.78,0,3.18,5.59,37.85,11.36,64.67,2.69,1.79,3.99,6.06,1,4.2,0.38,15.6,10.08,72.49,108.2,0.15,9.49,0,20.8,103.68,14.43,55.01,4.88,50.54,28.92,0.09,0.02,16.72,38.65,25.15,3.94,0.07,3.25,3.5,52.45,0.1,13.49,6.99,9.11,4.62,9.19,3.63,65.64,183.16,4.56,27.43,7.85,22.86,14.07,24.82,16.56,5.38,12.08,1.92,4.2,14.35,5.47,8.59,3.32,16.8,3.36,0.16,0.03,0.22,29.36,0.73,14.68,9.67,35.21,0.16,0.04,3.76,4.9,4.15,0,2.35,39.48,20.28,5.15,3.59,16.47,32.86,3.87,16.77,6.61,0.2,48.85,8.93,2.09,132.96,0.73,0.21,1.17,8.67,39.11,0,5.09,11.92,9.35,15.31,77,38.58,1.12,20.57,0.14,9.81,19.85,6.89,43.86,22.28,5.54,0.03,38.87,0.9,0,20.99,10.54,3.6,38.77,16.61,3.41,1.85,22.2,21.57,14.25,0.24,0.11,20.99,16.23,1.92,22.83,6.15,2.15,29.96,0.02,23.91,12.52,59.68,0.69,1.66,5.21,0.97,0.42,19.63,8.82,0.18,0.04,4.59,9.91,0.21,12.99,7.56,13.23,13.51,0.97,0.01,2.89,30.04,0.06,12.04,6.38,0.19,4.93,5.96,340.52,10.2,23.53,1.66,52.78,3.72,8.98,27.47,1.36,47.04,0.14,1.13,0.19,9.47,0.01,0.05,0.24,1.49,30.66,0
19.9,9.81,9.79,6.29,49.08,12.98,9.96,18.51,9.68,12.07,16.89,178.38,30.31,2.76,82.43,130.45,59.66,8.76,2.51,13.38,71.78,10.94,24.62,3.84,4.12,259.4,10.32,11.35,0.84,4.16,17.09,7.45,2.58,2.03,35.75,49.54,4.78,8.78,4.81,28.99,0,3.84,4.16,32.54,12.22,38.81,6.68,2.33,3.65,12.5,1.65,3.36,0.32,18.8,9.04,43.1,95.6,0.21,6.24,0,23.45,120.82,6.51,95.21,9.54,40.7,11.49,0,0.02,18.96,29.22,50.26,5.39,0.03,2.96,4.43,45.64,0.1,10.25,8.99,14.24,7.26,21.83,2.56,36.74,175.39,4.4,33.02,10.14,15.11,10.39,21.55,22.69,7.24,16.38,3.95,5,11.14,4.89,7.98,0.13,19.16,3.52,0.1,0,0.92,29.83,1.72,28.89,4.1,33.34,0.12,0.07,2.6,5.72,2.01,0,2.82,40.5,29.25,4.02,3.77,8.11,32.11,4.12,13.67,10.5,0.16,67.31,12.16,5.67,194.31,4.58,0.83,0.36,6.91,24.82,0,5.73,16.08,4.44,13.52,50.33,44.55,1,21.55,0.06,12.33,18.81,7.07,31,34.65,8.64,0.06,22.58,1.68,0,15.1,11.29,4.79,53.01,21.67,2.58,3.35,27.23,42.64,0.33,0.94,0.19,23.3,12.48,1.07,7.7,7.91,1.11,34.77,0.01,19.96,11.19,40.98,7.93,1.64,7.83,2.05,0.3,29.61,3,0.13,0,3.79,24.46,0.15,11.08,6.15,15.07,23.6,1.23,0.01,3.53,36.91,0,11.52,3.95,0.33,6.71,6.43,299.96,14.73,27.41,1.37,94.31,7.07,8.96,18.51,1.96,43.89,0.05,0.88,0.5,8,0,0.23,0.39,2.52,31.09,0
18.39,8.23,9.36,5.54,51.53,11.07,12.3,77.26,10.76,8.49,17.19,84.07,45.6,2.68,215.15,410.38,22.36,4.87,1.79,8.61,43.99,8.57,26.71,4.53,2.96,414.23,15.03,7.77,0.33,5.29,40.32,7.01,3.96,1.28,16.52,26.01,5.76,6.37,3.6,14.31,0.01,4.36,7.41,25.06,12.76,7.43,5.4,2.69,4.43,5.24,1.09,1.7,0.1,22.89,8.74,42.77,79.61,0,7.46,0.06,11.62,138.76,4.48,15.3,5.88,77.75,13.91,0,0.02,9.49,38,16.31,5.74,0.13,39.12,5.92,62.01,0.03,9.79,8.65,7.76,1.87,12.81,3.56,54.5,191.06,5.76,31.35,7.84,16.88,12.49,29.67,6.75,5,12.02,1.7,3.13,6.76,10.07,12.11,116.43,13.56,3.49,0.01,0,0.38,3.59,2.91,12.35,1.09,37.04,0.36,0.01,2.7,5.05,1.63,0,1.39,54.79,17.96,27.66,3.84,19.08,54.49,3.94,16.8,6.01,0.23,16.98,13.07,1.28,197.81,0.84,0,0.54,9.32,17.24,0.08,4.83,10.96,8.28,8.73,41.56,36.54,1.12,17.39,5.22,14.76,19.63,11.41,15.83,22.08,7.65,0,29.32,1.48,0,18.16,9.19,3.07,26.88,6.45,3.43,2.66,9.87,15.78,0.06,1.12,0.14,25.88,16.55,2.77,20.98,13.74,0.02,29.48,0.02,30.53,11.89,38.3,8.05,0.43,5.68,1.07,0.33,29.8,0.12,0.03,0.06,4.78,9.23,0,11.93,9.02,8.35,18.5,1.99,0,1.73,40.88,0.13,17.92,5.64,0.76,4.08,19.02,447.38,11.79,21.41,0.58,85.54,3.91,7.08,10.5,3.66,76.18,0.13,1.01,0.38,5.98,0.01,0.04,0.53,1.15,27.38,0
16.85,11.27,9.39,2.9,38.77,10.35,12.28,20.99,9.23,12.18,12.65,52.84,88.1,1.96,46.66,78.51,25.69,4.22,2.12,6.83,84.01,12.89,20.3,4.22,1.45,346.83,16.31,7.14,1.32,2.73,14.2,8.76,3.81,0.72,24.44,29.1,3.83,9.72,4.06,39.58,0.04,3.69,5.97,47.65,17.57,16.51,2.19,1.43,3.76,6.6,1.42,3.86,0.25,9.69,14.46,33.51,88.33,0.05,7.8,0,16.06,82.27,9.23,21.38,4.65,53.27,17.76,0.02,0.01,10.67,37.65,42.49,4.42,0,2.64,0.94,44.4,0.07,23.74,5.41,9.33,2.88,11.29,7.54,53.68,105.37,5.29,41.47,9.06,19.83,8.45,27.78,15.35,5.42,8.73,1.12,2.6,9.69,7.67,8.3,0,16.45,2.42,0.14,0.07,0.24,40.93,2.18,13.61,7.32,42.67,0.59,0.06,2.16,4.36,0.07,0.03,3.43,52.49,10.47,4.24,3.75,23.41,9.29,3.25,18.54,5.29,0.16,66.13,5.95,2.24,95.09,1.67,0,0.38,8.39,17.01,0,5.22,15.68,4.57,10.6,97.34,22.6,0.96,21.36,0.82,9.84,16.88,7.67,35.29,24.82,10.37,0,27.71,0.7,0.05,15.3,17,4.09,32.15,21.05,2.56,1.95,25.35,19.86,2.96,0.62,0.06,21.14,15.81,4.35,9.39,5.44,0.92,27.74,0.02,27.08,9.86,47.23,7.37,0.99,5.32,1.04,0.17,17.53,1.67,0.44,0.04,4.75,13.73,0.13,12.82,2.91,7.16,12.97,0.84,0.04,2.52,33.38,0.08,11.25,7.56,0.17,2.23,7.01,382.4,12.82,18.58,1.16,134.37,3.1,6.45,14.54,2.03,40.32,0.06,0.57,0.46,7.69,0.05,0.15,0.09,1.37,34.13,0
16.28,9.5,5.79,2.53,36.63,15.03,14.98,12.3,12.94,30.44,16.28,50.29,46.32,0.91,134.28,132.08,24.61,7.27,1.34,9.38,99.3,9.92,25.36,4.64,4.52,291.4,18.22,8.99,0.19,5.53,18.23,13.1,1.4,1.22,49.32,21.18,3.63,5.78,3.7,18.94,0.01,4.39,8.91,40.83,11.13,35.72,5.12,2.24,5.68,8.44,0.98,3.76,0.17,8.35,11.14,29.81,82.62,0.03,9.16,0,21,116.18,11.68,22.59,5.84,41.47,23.39,0.06,0.01,17.08,71.62,28.87,2.9,0.06,2.66,1.66,54.3,0.04,16.52,8.3,6.76,3.08,9.04,4.18,40.02,201.12,5.75,18.03,14.88,25.88,15.53,35.64,20.1,7.51,15.29,1.61,4.54,9.71,4.55,10.01,0.01,13.7,2.53,0.03,0.04,0.31,61.73,0.95,19.39,5.62,37.21,0.37,0.01,3.89,4.03,2.46,0,3.33,53.71,11.57,6.61,2.67,20.35,11.41,5.45,16.63,4.93,0.37,65.05,8.81,1.95,154.82,1.98,0,1.01,9.03,25.22,0.02,8.62,10.34,10.5,18.46,43.63,59.1,1.25,17.45,0.39,10.83,20.99,7.74,79.24,17.59,6.87,0.07,31.6,0.96,0,26.79,14.18,3.24,54.16,30.82,4.11,2.15,25.35,20.65,17.93,0.53,0.03,26.33,12.06,3.02,8.1,4.85,5.48,32.62,0.01,20,9.5,46.58,6.07,0.99,6.58,2.26,0.45,22.29,7.03,1.78,0.02,8.23,13.82,0.09,15.67,6.18,10.48,11.19,0.57,0.01,4.65,26.8,0.11,8.2,3.85,0.08,6.65,3.72,310.27,12.01,22.96,3,56.61,1.51,9.52,18.33,3.89,34.66,0.08,1.16,0.17,6.7,0,0.05,0.32,2.11,26.42,0
15.47,6.38,6.82,6.09,36.08,17.87,7.59,15.63,10.91,3.37,13.27,74.73,62.99,0.92,39.7,137.76,17.78,7.53,1.9,7.12,75.37,12.21,19.63,4.83,7.36,235.93,12.44,9.14,0.31,4.81,17.36,8.79,0.74,1.11,33.11,27.34,5.03,6.65,7.32,25.63,0,4.87,3.92,32.59,10.3,15.71,4.84,2.04,4.71,4.31,1.76,2.97,0.77,16,10.9,46.7,94.29,0.18,11.97,0,19.18,60.08,6.56,8.57,5.7,41.1,26.48,0,0.01,15.34,23.63,29.13,1.64,0.1,4.95,3.15,35.45,0.02,40.15,6.35,7.47,5.13,6.65,2.97,43.57,131.04,6.32,12.37,8.04,26.99,6.91,19.03,23.49,10.84,9.92,1.02,5.07,8.18,2.71,6.39,0,11.14,1.56,0.13,0.01,0.25,36.09,1.59,13.08,4.25,17.5,0.16,0,3.42,5.48,0.98,0.03,2.97,41.75,12.83,4.92,2,12.61,28.07,5.68,14.06,3.18,0.51,97.94,5.12,2.65,75.09,1.73,0.9,0,6.95,20.8,0,7.43,6.35,10.76,13.02,171.96,30.95,1.81,15.81,0.41,8.92,17.02,7.48,35.05,19.86,2.68,0,37.27,0.41,0.12,15.49,10.48,3.61,58.82,39.15,2.47,1.31,21.14,26.26,141.96,0.58,0.36,22.87,12.8,3.32,5.86,8.48,0.99,39.71,0,14.68,9.68,42.8,4.64,0.38,6.34,1.99,0.81,23.72,4.79,0,0,5.17,8.66,0,8.45,6.88,8.22,15.06,0.52,0,0.92,42.59,0.02,12.02,4.97,0.64,3.74,4.16,260.63,24.36,20.12,1.33,179.17,1.92,5.89,10.04,4.51,14.66,0.25,0.68,0.3,11.41,0,0.12,0.85,1.91,45.07,0
